unitId,总数,标题,经度,维度,地址,信息,原价,现价,城市,区域,整套,布局,评分,点评
13379640,32799,驻吧3严格消毒近大雁塔现代简约地铁口公寓,108.96848199999994,34.250239032660204,李家村万达广场二栋-2单元,近建筑科技大学·李家村地铁站,211,169,西安,碑林区,整套,1居1床2人,5.0,9
10857757,32799,大乐之野 优雅一居公寓 近大雁塔小寨,108.946177,34.201714,汇成天玺-C座(城市立方对面),近会展中心地铁站,314,299,西安,雁塔区,整套,1居1床2人,5.0,16
9563219,32799,【溪苑】龙首原地铁口温馨一居,108.95481952238389,34.300711877735516,印象城购物中心(龙首村街道未央路33号印象城),近龙首原地铁站,212,202,西安,未央区,整套,1居1床2人,5.0,34
17521113,32799,〖包月长租〗共克难关  和平门里地铁口 ,108.96944304541502,34.2620639254758,和平大道,近大差市地铁站,258,233,西安,碑林区,整套,1居1床2人,5.0,7
8812007,32799,ღ随心.会展中心/紫郡长安.北欧风,108.94478544983744,34.197943839696485,紫郡长安F座(维也纳酒店楼上),近会展中心地铁站,228,217,西安,雁塔区,整套,1居1床2人,5.0,7
8922488,32799,[优佳]回民街对面/钟楼地铁/市中心,108.94546816202502,34.2637326619406,南广济街-道路(荣民国际大厦),近钟楼地铁站,268,242,西安,碑林区,整套,3居4床8人,5.0,176
5422797,32799,暖阁·欧式 钟鼓楼 回民街 南门大雁塔,108.94256053746078,34.26451533594744,唐宁国际(唐宁国际),近钟楼地铁站,540,514,西安,碑林区,整套,3居3床6人,5.0,54
15128254,32799,【澜枫影院大床房】延平门地铁/科技路,108.89797491959509,34.24319307810816,新西蓝(丽枫酒店楼上),近延平门站地铁站,180,163,西安,雁塔区,整套,1居1床2人,5.0,4
1146044,32799,路过小舍陆号地窗观景大雁塔宜家风大一居室,108.95684969283644,34.23789190753912,长安大街3号(长安大街3号公寓楼C座),近体育场地铁站,216,184,西安,碑林区,整套,1居1床2人,4.9,80
16308748,32799,【驕陽】盛捷公寓/近新东方/暖气大一居,108.94205,34.235478,二环南路西段91号汇豪云邸,近吉祥村站地铁站,272,272,西安,雁塔区,整套,1居1床2人,5.0,17
6748604,32799,已营业小清新玻璃秋千地铁口大开间投影房,108.9568368386696,34.23752610416591,长安大街3号B座,近体育场地铁站,194,185,西安,雁塔区,整套,1居1床2人,5.0,20
16734194,32799,【悠家】『流•金』南门望城|现代风格公寓,108.95090408415392,34.25237648355265,望城(围墙巷),近永宁门地铁站,388,369,西安,碑林区,整套,2居2床3人,5.0,13
24956121,32799,高新技术开发区/绿地会展中心大床房,108.90786,34.21661,兰岛广场,近太白南路站地铁站,175,175,西安,雁塔区,整套,1居1床2人,0.0,0
15489818,32799,叁时 |钟楼/大雁塔临地铁两居摩洛哥之家,108.97451499999993,34.23192403487551,后村小区-南门(距离大雁塔步行5分钟，地铁一站到达钟鼓楼回民街，陕博小寨),近大雁塔地铁站,368,332,西安,雁塔区,整套,2居2床4人,5.0,26
15650608,32799,ღ随心.会展中心/紫郡长安/北欧风,108.94478544983744,34.197943839696485,紫郡长安F座(维也纳酒店楼上),近会展中心地铁站,191,183,西安,雁塔区,整套,1居1床2人,5.0,1
22580237,32799,【豌豆云住】气质文艺 星级床品 厨具齐全,108.929657,34.346302,土著人烤肉(土著人烤肉楼上),近凤城九路地铁站,244,233,西安,未央区,整套,1居1床2人,0.0,0
16971788,32799,淡绿系钟楼城墙地铁口文艺唯两居室,108.95453353068552,34.251987543103624,南门国际公寓B座,近永宁门地铁站,287,260,西安,碑林区,整套,2居2床4人,5.0,5
9140391,32799,壹舍·本白 巨幕投影 老城根 秋千房城墙,108.92666662770118,34.29094481620793,龙湖MOCO国际二号楼-南2门,近玉祥门地铁站,198,179,西安,莲湖区,整套,1居1床2人,5.0,14
13770702,32799,f24-4永兴坊 回民街/试穿婚纱写真,108.97305674290432,34.27254277836469,民乐园7栋(民乐园万达),近五路口地铁站,268,256,西安,新城区,整套,1居1床2人,5.0,10
13716060,32799,开心Box/双地铁/大屏幕投影/随机安排,108.95230426695596,34.340968397241475,双威迎宾广场,近凤城五路地铁站,203,163,西安,未央区,整套,1居1床2人,5.0,19
11727080,32799,昕舍·电视塔/曲江/会展 高层夜景两居室,108.94840702687736,34.20029798813597,华城万象1期,近会展中心地铁站,354,302,西安,雁塔区,整套,2居2床4人,5.0,48
24946867,32799,西安艾米AI智能公寓艾米北欧大床房,108.900452,34.226034,科技三路万科金域国际b,近科技路站地铁站,227,227,西安,雁塔区,整套,1居1床2人,0.0,0
382125,32799,智逸美居【豪舍】大雁塔/芙蓉园/露台花园,108.97773529594342,34.21031164912517,雁南三路(雁南三路-道路),近大唐芙蓉园地铁站,1015,966,西安,雁塔区,整套,3居4床7人,5.0,101
9963990,32799,北欧风吊篮民宿|延平门地铁3号高新商圈,108.90019356432212,34.24942575112156,西桃园社区(3栋),近延平门站地铁站,335,302,西安,雁塔区,整套,1居1床2人,5.0,30
11057873,32799,【H】暖气回民街正对面/钟楼地铁亲子双床,108.94317748297458,34.26400863138509,唐宁国际4号楼,近钟楼地铁站,198,179,西安,碑林区,整套,1居2床4人,5.0,111
4999675,32799,芙蓉园大雁塔大唐不夜城不倒翁博物馆住6人,108.976688,34.226436, 曲江大观园小区,近大雁塔站地铁站,368,332,西安,雁塔区,整套,3居3床6人,4.9,33
10958627,32799,大雁塔/大唐不夜城/博物馆地铁口轻奢风格,108.9809146320288,34.23211123419791,西延路宝枫佳苑(宝枫佳苑A座),近北池头站地铁站,488,464,西安,雁塔区,整套,4居4床8人,5.0,16
5046351,32799,西安曲江大雁塔芙蓉园会展中心三居长租低价,108.97401899999988,34.19703107814625,曲江观邸-29栋,近曲江池西地铁站,188,166,西安,雁塔区,整套,3居3床6人,5.0,4
15139041,32799,大唐西市/城西一室,108.91563905297,34.249069731406,劳动南路,近科技路站地铁站,122,122,西安,莲湖区,整套,1居1床2人,0.0,0
196619,32799,钟楼回民街传统中式大炕房,108.955655,34.258528,南门里顺城南路东段,近永宁门地铁站,240,240,西安,碑林区,整套,1居1床2人,3.3,1
1835029,32799,ins小清新北欧轻奢主义私人精装公寓,108.89743699999994,34.254828032103994,嘉天smart,近延平门站地铁站,242,218,西安,莲湖区,整套,1居2床2人,0.0,0
8323190,32799,〖灯影弄粉〗大雁塔地铁口/巨幕投影两居室,108.97460788241494,34.23118487433897,乐游东路(后村嘉园),近大雁塔地铁站,374,300,西安,雁塔区,整套,2居2床4人,5.0,22
5439576,32799,【西安钟楼回民街】两室一厅三床套房,108.95294206386804,34.26962478394888,新世界百货(北大街)(宏府嘉会广场B坐),近钟楼地铁站,268,242,西安,莲湖区,整套,2居4床6人,4.8,44
1048583,32799,怡家,108.94002443063457,34.23789190753912,九锦台-南门,近吉祥村站地铁站,138,138,西安,碑林区,整套,1居1床2人,0.0,0
14549186,32799,简约风两居室5/近华清池兵马俑/方便停车,109.19489719358184,34.37898896397951,芷阳新苑东区,近临潼兵马俑旅游区,398,371,西安,临潼区,整套,2居2床4人,5.0,8
13697230,32799,城北近地铁四号线两居,108.97637885462336,34.32999127926031, 凤城三路(太华北路与凤城三路十字西北角),近百花村地铁站,268,242,西安,未央区,整套,2居2床4人,5.0,5
15007994,32799,A已供暖/接机花火两室/回民街/地铁口,108.955391,34.24667,大话南门,近南稍门地铁站,272,245,西安,碑林区,整套,2居2床4人,0.0,0
6357059,32799,【一间·美宅】小寨商圈/美院精品两室公寓,108.9376389999999,34.22126403616127,永和新领地,近吉祥村站地铁站,235,213,西安,雁塔区,整套,2居2床3人,5.0,10
7667792,32799,大明宫遗址公园标准大床房,108.981479,34.322873,大明宫万达公馆,近余家寨地铁站,138,138,西安,未央区,整套,1居1床2人,4.9,32
18612539,32799,高新技术开发区/绿地会展中心温馨家庭房,108.902913,34.243971,高新四路,近延平门站地铁站,190,190,西安,雁塔区,整套,1居2床4人,0.0,0
16384208,32799,心间HOME市图书馆站北欧INS风公主房,108.953283,34.321681,赛高国际,近凤城五路地铁站,168,135,西安,未央区,整套,1居1床2人,0.0,0
18153787,32799,对角巷民宿小栈白羊座,109.218149,34.382214,对角巷民宿小栈(融媒体中心对面),近临潼兵马俑旅游区,148,119,西安,临潼区,整套,1居1床2人,0.0,0
1966125,32799,【回民街内】钟鼓楼闹中取静阳光大床房,108.944843,34.271636,52号驿站(西安钟鼓楼回民街店)(莲湖区回民街内光明巷52号（回民街入口向东600米）),近洒金桥地铁站,159,159,西安,莲湖区,整套,1居1床2人,5.0,1
18612532,32799,高新技术开发区/绿地会展中心阳光时尚房,108.902913,34.243971,高新四路,近延平门站地铁站,175,175,西安,雁塔区,整套,1居1床2人,0.0,0
5636192,32799,西安南门外北欧风情公寓,108.95506646995196,34.24616741936057,永宁路,近南稍门地铁站,199,196,西安,碑林区,整套,2居2床4人,0.0,0
7667789,32799,大明宫遗址公园精品大床房,108.981479,34.322873,大明宫万达公馆,近余家寨地铁站,168,168,西安,未央区,整套,1居1床2人,5.0,2
13500663,32799,【不负】4城墙内钟楼投影地铁口和服体验,108.9722362843442,34.26765190598031,美庐公寓,近大差市地铁站,180,163,西安,新城区,整套,1居1床2人,5.0,5
18612525,32799,高新技术开发区/绿地会展中心阳光大床房,108.902913,34.243971,高新四路,近延平门站地铁站,165,165,西安,雁塔区,整套,1居1床2人,0.0,0
5046281,32799,【荷宿•莫奈】大明宫遗址公园/万达地铁口,108.98159299999996,34.32289302381094,万达14号公寓(万达公馆14号公寓),近余家寨地铁站,198,189,西安,未央区,整套,1居1床2人,4.9,53
7667788,32799,大明宫遗址公园温馨圆床房,108.981479,34.322873,大明宫万达公馆,近余家寨地铁站,158,158,西安,未央区,整套,1居1床2人,4.6,3
13631640,32799,大雁塔小寨吉祥村商圈美院旁肿瘤医交大医院,108.93654798831092,34.22181945590187,电子一路,近吉祥村站地铁站,252,240,西安,雁塔区,整套,1居1床1人,5.0,4
18612518,32799,高新技术开发区/绿地会展中心舒适大床房,108.902913,34.243971,高新四路,近延平门站地铁站,154,154,西安,雁塔区,整套,1居1床2人,0.0,0
3539069,32799,曲江会议中心大雁塔中式大三居,108.9592945787008,34.197264286624716,和谐路与汇新路交叉口,近会展中心地铁站,368,350,西安,雁塔区,整套,3居5床7人,5.0,8
7667791,32799,大明宫遗址公园标准双床房,108.981479,34.322873,大明宫万达公馆,近余家寨地铁站,138,138,西安,未央区,整套,1居2床2人,4.6,11
5242911,32799,『一未』room.5大雁塔小寨钟楼地铁口,108.939504,34.228494, MOMOPARK(小寨西路),近吉祥村站地铁站,199,180,西安,雁塔区,整套,1居1床2人,5.0,6
18612560,32799,高新技术开发区/绿地会展中心棋牌大床房,108.902913,34.243971,高新四路,近延平门站地铁站,196,196,西安,雁塔区,整套,1居1床2人,0.0,0
14876849,32799,高新尊寓近地铁近大雁塔公主床大飘一居整租,108.89821729220017,34.24881403492455,高新尊寓,近延平门站地铁站,186,177,西安,莲湖区,整套,1居1床2人,5.0,6
7667790,32799,大明宫遗址公园精品双床房,108.981479,34.322873,大明宫万达公馆,近余家寨地铁站,168,168,西安,未央区,整套,1居2床2人,5.0,1
10223823,32799,雅居双人间/北客站可免费接送,108.93606290333555,34.39331517651815,东站小区,近北客站（北广场）地铁站,130,124,西安,未央区,,4居2床2人,1.8,1
17957185,32799,【路客】南稍门地铁|距城墙一站路|体育场,108.9547583358147,34.24422813721736,长安北路草场坡翡翠明珠,近南稍门地铁站,753,753,西安,碑林区,整套,3居3床6人,5.0,8
18612553,32799,高新技术开发区/绿地会展中心特价大床房,108.902913,34.243971,高新四路,近延平门站地铁站,154,154,西安,雁塔区,整套,1居1床2人,0.0,0
12910759,32799,高新技术开发区/绿地会展中心电竞四人间,108.907884,34.216646,香榭中新广场,近太白南路站地铁站,438,438,西安,雁塔区,整套,1居2床4人,0.0,0
1114226,32799,时间盒子公寓,108.94434,34.217001,朱雀大街/青松路(路口),近纬一街地铁站,163,156,西安,雁塔区,整套,1居1床2人,5.0,1
